19,Nuevo León,014,Doctor Arroyo,1002000110,Población de 80 a 84 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000111,Población de 80 a 84 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000112,Población de 85 a 89 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000113,Población de 85 a 89 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000114,Población de 85 a 89 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000115,Población de 90 a 94 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000116,Población de 90 a 94 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000117,Población de 90 a 94 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000118,Población de 95 a 99 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000119,Población de 95 a 99 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000120,Población de 95 a 99 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Número de personas
19,Nuevo León,014,Doctor Arroyo,1002000127,Relación de dependencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.453217,,,,,71.4,Porcentaje
19,Nuevo León,014,Doctor Arroyo,3105001001,Densidad de población,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7495482,,,,,7.14097004686658,Habitantes por kilómetro cuadrado
19,Nuevo León,014,Doctor Arroyo,3105004001,Porcentaje de población en localidades de menos de 2 500 habitantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.2411882066061,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240300,Porcentaje de hombres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7476438,,,,,4.72460628280977,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240310,Porcentaje de mujeres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1274553,,,,,1.17212454517679,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240311,Porcentaje de hombres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4787281,,,,,5.32733383329167,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240312,Porcentaje de mujeres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2761385,,,,,4.72738382912535,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240328,Porcentaje de mujeres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8849643,,,,,2.18315140404966,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240330,Porcentaje de hombres de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4005109,,,,,1.32766713884954,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240341,Porcentaje de mujeres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0300361,,,,,2.97197455767575,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240342,Porcentaje de mujeres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4269356,,,,,1.36655278726773,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240343,Porcentaje de hombres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1927244,,,,,4.87459378385135,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240344,Porcentaje de mujeres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7398925,,,,,0.902702552565064,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240354,Porcentaje de mujeres de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0471241,,,,,5.1745687859345,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240356,Porcentaje de mujeres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3295164,,,,,3.36916368080438,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240357,Porcentaje de hombres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3911741,,,,,2.76365858400689,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240377,Porcentaje de mujeres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6160486,,,,,2.72755048190429,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240378,Porcentaje de mujeres de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4833965,,,,,4.72738382912535,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240379,Porcentaje de mujeres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7487008,,,,,0.880482182040385,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240384,Porcentaje de mujeres de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3688893,,,,,4.53573313335,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240388,Porcentaje de hombres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8409231,,,,,1.51931783462489,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240410,Porcentaje de hombres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5590593,,,,,1.86095603144182,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240411,Porcentaje de hombres de 85 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7751255,,,,,0.986028942032608,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240423,Porcentaje de hombres de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0916938,,,,,3.0719662250368,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240425,Porcentaje de hombres de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4533603,,,,,1.51098519567814,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240426,Porcentaje de mujeres de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5150181,,,,,1.80262755881454,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240427,Porcentaje de mujeres de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9025808,,,,,1.47765463989112,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240443,Porcentaje de mujeres de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9948031,,,,,3.04696830819654,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240444,Porcentaje de hombres de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8585396,,,,,2.13593311668472,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240445,Porcentaje de hombres de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9279486,,,,,4.98569563647474,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240475,Porcentaje de hombres de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9512904,,,,,0.874927089409216,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240486,Porcentaje de hombres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8010218,,,,,2.85531761242119,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240507,Porcentaje de mujeres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3870343,,,,,2.67477710190817,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240518,Porcentaje de hombres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7834053,,,,,2.74143821348221,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240520,Porcentaje de hombres de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3823659,,,,,3.19140071660695,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240532,Porcentaje de hombres de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5191579,,,,,2.74699330611338,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240533,Porcentaje de hombres de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3165683,,,,,2.54700997139127,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240548,Porcentaje de mujeres de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3559412,,,,,3.13584979029525,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6200240549,Porcentaje de mujeres de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2942834,,,,,3.07752131766797,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6205370864,Porcentaje de población que se considera afrodescendiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.756484149855908,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019006,Porcentaje de población que está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.425682,,,,,,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019008,Porcentaje de población que no está registrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6860158,,,,,,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019014,Porcentaje de población que se considera indígena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82146,,,,,,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019021,Porcentaje de población que está registrada en otro país,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2022867,,,,,,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019025,Porcentaje de población que no posee nacionalidad mexicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2198769,,,,,,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019053,Porcentaje de población que no especifica la condición de registro de nacimiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6860158,,,,,,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019061,Porcentaje de población en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6662755,,,,,,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207019063,Porcentaje de superficie en el ámbito geográfico de referencia respecto a la unidad geográfica superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8771278,,,,,7.87711037704211,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207020032,Porcentaje de hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.474934,,,,,50.0443360673908,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207020033,Porcentaje de mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.525066,,,,,49.9556639326092,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207020632,Población total en viviendas particulares habitadas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34110,,,,,,Número de personas
19,Nuevo León,014,Doctor Arroyo,6207129629,Porcentaje de la población nacional/estatal que representa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623880401947154,Porcentaje
19,Nuevo León,014,Doctor Arroyo,6207129630,Promedio de ocupantes por dormitorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86078766237127,Promedio
19,Nuevo León,014,Doctor Arroyo,6207129825,Población de la ubicación geográfica con la mayor cantidad de pobladores. Primer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11822,Personas
19,Nuevo León,014,Doctor Arroyo,6207129826,Población de la ubicación geográfica con la mayor cantidad de pobladores. Segundo lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1001,Personas
19,Nuevo León,014,Doctor Arroyo,6207129827,Población de la ubicación geográfica con la mayor cantidad de pobladores. Tercer lugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,Personas
19,Nuevo León,014,Doctor Arroyo,6207129840,Total de áreas geográficas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,Municipios
19,Nuevo León,015,Doctor Coss,1002000001,Población total,,,,,,,,,,,,,,,2286,,,,,2246,,,,,1639,,,,,1716,,,,,,,,,,1360,Número de personas
19,Nuevo León,015,Doctor Coss,1002000002,Población total hombres,,,,,,,,,,,,,,,1163,,,,,1149,,,,,849,,,,,889,,,,,,,,,,657,Número de personas
19,Nuevo León,015,Doctor Coss,1002000003,Población total mujeres,,,,,,,,,,,,,,,1123,,,,,1097,,,,,790,,,,,827,,,,,,,,,,703,Número de personas
19,Nuevo León,015,Doctor Coss,1002000004,Porcentaje de población de 15 a 29 años,,,,,,,,,,,,,,,26.5,,,,,22.1,,,,,19.6,,,,,19.6,,,,,20.6495098,,,,,,No especificada
19,Nuevo León,015,Doctor Coss,1002000005,Porcentaje de hombres de 15 a 29 años,,,,,,,,,,,,,,,27,,,,,22.2,,,,,19.7,,,,,19.4,,,,,10.29411765,,,,,17.503805175038,No especificada
19,Nuevo León,015,Doctor Coss,1002000006,Porcentaje de mujeres de 15 a 29 años,,,,,,,,,,,,,,,26,,,,,22,,,,,19.5,,,,,19.7,,,,,10.35539216,,,,,18.2076813655761,No especificada
19,Nuevo León,015,Doctor Coss,1002000007,Porcentaje de población de 60 y más años,,,,,,,,,,,,,,,18.1,,,,,22.3,,,,,23.3,,,,,23.1,,,,,21.99754902,,,,,,No especificada
19,Nuevo León,015,Doctor Coss,1002000008,Porcentaje de hombres de 60 y más años,,,,,,,,,,,,,,,18.5,,,,,22.7,,,,,24.5,,,,,22.5,,,,,10.53921569,,,,,22.8310502283105,No especificada
19,Nuevo León,015,Doctor Coss,1002000009,Porcentaje de mujeres de 60 y más años,,,,,,,,,,,,,,,17.8,,,,,21.9,,,,,22.1,,,,,23.7,,,,,11.45833333,,,,,25.1778093883357,No especificada
19,Nuevo León,015,Doctor Coss,1002000010,Edad mediana,,,,,,,,,,,,,,,ND,,,,,32,,,,,35,,,,,35,,,,,34.222222,,,,,38,Años
19,Nuevo León,015,Doctor Coss,1002000011,Edad mediana hombres,,,,,,,,,,,,,,,ND,,,,,33,,,,,35,,,,,35,,,,,,,,,,40,Años
19,Nuevo León,015,Doctor Coss,1002000012,Edad mediana mujeres,,,,,,,,,,,,,,,ND,,,,,31,,,,,35,,,,,35,,,,,,,,,,38,Años
19,Nuevo León,015,Doctor Coss,1002000024,Relación hombres-mujeres,,,,,,,,,,,,,,,103.56,,,,,104.74,,,,,107.47,,,,,107.5,,,,,99.511002,,,,,93.4,Hombres por cada 100 mujeres
19,Nuevo León,015,Doctor Coss,1002000055,Población de edad no especificada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,015,Doctor Coss,1002000056,Población de edad no especificada. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,015,Doctor Coss,1002000057,Población de edad no especificada. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,015,Doctor Coss,1002000058,Población de 0 a 4 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,Número de personas
19,Nuevo León,015,Doctor Coss,1002000059,Población de 0 a 4 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Número de personas
19,Nuevo León,015,Doctor Coss,1002000060,Población de 0 a 4 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,Número de personas
19,Nuevo León,015,Doctor Coss,1002000061,Población de 10 a 14 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,Número de personas
19,Nuevo León,015,Doctor Coss,1002000062,Población de 10 a 14 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Número de personas
19,Nuevo León,015,Doctor Coss,1002000063,Población de 10 a 14 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,Número de personas
19,Nuevo León,015,Doctor Coss,1002000064,Población de 100 años y más,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Número de personas
19,Nuevo León,015,Doctor Coss,1002000065,Población de 100 años y más. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Número de personas
19,Nuevo León,015,Doctor Coss,1002000066,Población de 100 años y más. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Número de personas
19,Nuevo León,015,Doctor Coss,1002000067,Población de 15 a 19 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,Número de personas
19,Nuevo León,015,Doctor Coss,1002000068,Población de 15 a 19 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Número de personas
19,Nuevo León,015,Doctor Coss,1002000069,Población de 15 a 19 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,Número de personas
19,Nuevo León,015,Doctor Coss,1002000070,Población de 20 a 24 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,Número de personas
19,Nuevo León,015,Doctor Coss,1002000071,Población de 20 a 24 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,Número de personas
19,Nuevo León,015,Doctor Coss,1002000072,Población de 20 a 24 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,Número de personas
19,Nuevo León,015,Doctor Coss,1002000073,Población de 25 a 29 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,Número de personas
19,Nuevo León,015,Doctor Coss,1002000074,Población de 25 a 29 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Número de personas
19,Nuevo León,015,Doctor Coss,1002000075,Población de 25 a 29 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Número de personas
19,Nuevo León,015,Doctor Coss,1002000076,Población de 30 a 34 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,Número de personas
19,Nuevo León,015,Doctor Coss,1002000077,Población de 30 a 34 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Número de personas
19,Nuevo León,015,Doctor Coss,1002000078,Población de 30 a 34 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Número de personas
19,Nuevo León,015,Doctor Coss,1002000079,Población de 35 a 39 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Número de personas
19,Nuevo León,015,Doctor Coss,1002000080,Población de 35 a 39 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Número de personas
19,Nuevo León,015,Doctor Coss,1002000081,Población de 35 a 39 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Número de personas
19,Nuevo León,015,Doctor Coss,1002000082,Población de 40 a 44 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,Número de personas
19,Nuevo León,015,Doctor Coss,1002000083,Población de 40 a 44 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Número de personas
19,Nuevo León,015,Doctor Coss,1002000084,Población de 40 a 44 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Número de personas
19,Nuevo León,015,Doctor Coss,1002000085,Población de 45 a 49 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,Número de personas
19,Nuevo León,015,Doctor Coss,1002000086,Población de 45 a 49 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,Número de personas
19,Nuevo León,015,Doctor Coss,1002000087,Población de 45 a 49 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Número de personas
19,Nuevo León,015,Doctor Coss,1002000088,Población de 5 a 9 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,Número de personas
19,Nuevo León,015,Doctor Coss,1002000089,Población de 5 a 9 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Número de personas
19,Nuevo León,015,Doctor Coss,1002000090,Población de 5 a 9 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,Número de personas
19,Nuevo León,015,Doctor Coss,1002000091,Población de 50 a 54 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,Número de personas
19,Nuevo León,015,Doctor Coss,1002000092,Población de 50 a 54 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Número de personas
19,Nuevo León,015,Doctor Coss,1002000093,Población de 50 a 54 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,Número de personas
19,Nuevo León,015,Doctor Coss,1002000094,Población de 55 a 59 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,Número de personas
19,Nuevo León,015,Doctor Coss,1002000095,Población de 55 a 59 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,Número de personas
19,Nuevo León,015,Doctor Coss,1002000096,Población de 55 a 59 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Número de personas
19,Nuevo León,015,Doctor Coss,1002000097,Población de 60 a 64 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,Número de personas
19,Nuevo León,015,Doctor Coss,1002000098,Población de 60 a 64 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Número de personas
19,Nuevo León,015,Doctor Coss,1002000099,Población de 60 a 64 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Número de personas
19,Nuevo León,015,Doctor Coss,1002000100,Población de 65 a 69 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,Número de personas
19,Nuevo León,015,Doctor Coss,1002000101,Población de 65 a 69 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,Número de personas
19,Nuevo León,015,Doctor Coss,1002000102,Población de 65 a 69 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Número de personas
19,Nuevo León,015,Doctor Coss,1002000103,Población de 70 a 74 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,Número de personas
19,Nuevo León,015,Doctor Coss,1002000104,Población de 70 a 74 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,Número de personas
19,Nuevo León,015,Doctor Coss,1002000105,Población de 70 a 74 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,Número de personas
19,Nuevo León,015,Doctor Coss,1002000106,Población de 75 a 79 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,Número de personas
19,Nuevo León,015,Doctor Coss,1002000107,Población de 75 a 79 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Número de personas
19,Nuevo León,015,Doctor Coss,1002000108,Población de 75 a 79 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Número de personas
19,Nuevo León,015,Doctor Coss,1002000109,Población de 80 a 84 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Número de personas
19,Nuevo León,015,Doctor Coss,1002000110,Población de 80 a 84 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Número de personas
19,Nuevo León,015,Doctor Coss,1002000111,Población de 80 a 84 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Número de personas
19,Nuevo León,015,Doctor Coss,1002000112,Población de 85 a 89 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,Número de personas
19,Nuevo León,015,Doctor Coss,1002000113,Población de 85 a 89 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Número de personas
19,Nuevo León,015,Doctor Coss,1002000114,Población de 85 a 89 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Número de personas
19,Nuevo León,015,Doctor Coss,1002000115,Población de 90 a 94 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Número de personas
19,Nuevo León,015,Doctor Coss,1002000116,Población de 90 a 94 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Número de personas
19,Nuevo León,015,Doctor Coss,1002000117,Población de 90 a 94 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,Número de personas
19,Nuevo León,015,Doctor Coss,1002000118,Población de 95 a 99 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Número de personas
19,Nuevo León,015,Doctor Coss,1002000119,Población de 95 a 99 años. Hombres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Número de personas
19,Nuevo León,015,Doctor Coss,1002000120,Población de 95 a 99 años. Mujeres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Número de personas
19,Nuevo León,015,Doctor Coss,1002000127,Relación de dependencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.532915,,,,,69.1,Porcentaje
